sample	strain	publication	study	study_id	year	location	lat	lon	copynumber	more_than1	presence	period
SRR189281	SP80_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	South Africa	-24	31	0.0631725476761448	34	absent	2010-2017
SRR1525696	SC_eu_10_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2010	USA	33	-80	0.0628533744433025	27	absent	2010-2017
SRR1525768	PA_li_09_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2009	USA	40	-75	0.06283053557154276	44	absent	<2010
SRR8439143	AT_Mau_15_51	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Austria	48	16	0.06278577138289368	39	absent	2010-2017
SRR14306836	RI83-5	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1983	Providence, USA	42	-71	0.06202706406303528	30	absent	<2010
SRR14306841	RI80-15	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1980	Providence, USA	42	-71	0.06183658787255909	44	absent	<2010
SRR14306849	RI80-5	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1980	Providence, USA	42	-71	0.06155920977503711	29	absent	<2010
SRR8439110	TR_Yes_15_5	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32	0.06019253168893456	41	absent	2010-2017
SRR14297796	RI78-11	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.06018647938791823	40	absent	<2010
SRR14306848	RI80-6	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1980	Providence, USA	42	-71	0.06016466826538769	36	absent	<2010
SRR8439116	UA_Dro_15_10	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	49	24	0.05962509992006395	38	absent	2010-2017
SRR189044	CO10N_2-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.0592840013703323	37	absent	<2010
SRR8439158	RU_val_15_38	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Russia	58	33	0.05836702066917895	38	absent	2010-2017
SRR14306845	RI80-9	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1980	Providence, USA	42	-71	0.05823421262989609	38	absent	<2010
SRR1525773	PA_li_11_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2011	USA	40	-75	0.05683339043051273	36	absent	2010-2017
SRR1525694	FL_ho_10_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2010	USA	26	-80	0.05662784058467512	40	absent	2010-2017
SRR14297433	RI77-61	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1977	Providence, USA	42	-71	0.05654208062121731	37	absent	<2010
SRR8439123	FR_Got_15_48	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	45	5	0.05653214571200183	43	absent	2010-2017
SRR8439154	PO_Brz_15_12	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Poland	54	20	0.05579056754596323	39	absent	2010-2017
SRR8439125	DE_Mun_15_45	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Germany	48	12	0.05532328422975905	39	absent	2010-2017
SRR457701	B4(RVC3)	https://doi.org/10.1016/j.tig.2014.07.009	PRJNA156883	Long2014	1963	California, USA	36	-119	0.05464862395797647	46	absent	<2010
SRR8439133	UA_Cho_15_25	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30	0.05461607856571885	38	absent	2010-2017
SRR8439152	UA_Var_15_18	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	50	33	0.05404693388146625	38	absent	2010-2017
SRR14306834	RI83-7	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1983	Providence, USA	42	-71	0.0532837729816147	37	absent	<2010
SRR14296430	RI77-51	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1977	Providence, USA	42	-71	0.05292006394884092	47	absent	<2010
SRR1525699	ME_bo_09_fall.r2	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2009	USA	44	-70	0.05278143199725933	44	absent	<2010
SRR14306846	RI80-8	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1980	Providence, USA	42	-71	0.05262350119904076	36	absent	<2010
SRR8439126	FR_Got_15_49	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	45	5	0.0519910928400137	44	absent	2010-2017
SRR8439142	UK_Dai_15_52	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	United Kingdom	56	-3	0.05198846636976134	39	absent	2010-2017
SRR8439137	ES_Tom_15_29	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	39	-3	0.05197544821285829	37	absent	2010-2017
SRR8439165	FR_Vil_15_40	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	49	2	0.05100536713486354	37	absent	2010-2017
SRR189250	KO10-1-3_2	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.05087244490122188	43	absent	<2010
SRR14306847	RI80-7	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1980	Providence, USA	42	-71	0.05045220966084275	35	absent	<2010
SRR14306833	RI83-8	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1983	Providence, USA	42	-71	0.05045095352289597	37	absent	<2010
SRR14296646	RI77-52	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1977	Providence, USA	42	-71	0.05011522210802786	28	absent	<2010
SRR8439146	UA_Kha_15_19	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	50	36	0.04986410871302958	38	absent	2010-2017
SRR14297770	RI78-6	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.04974032202809182	41	absent	<2010
SRR8439131	UA_Yal_15_23	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	45	34	0.0497068630809638	46	absent	2010-2017
SRR8439157	BY_Bre_15_13	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Belarus	52	24	0.04962989608313349	39	absent	2010-2017
SRR8439129	UA_Pyr_15_21	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	50	33	0.04872970195272353	39	absent	2010-2017
SRR8439120	FR_Vil_15_41	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	49	2	0.04822781774580335	38	absent	2010-2017
SRR8439119	IT_Mez_15_44	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Italy	46	11	0.04756412013246546	0	absent	2010-2017
SRR14306822	RI79-20	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.04733207719538655	44	absent	<2010
SRR14306824	RI79-9	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.04606326367477446	0	absent	<2010
SRR8439121	UK_Mar_15_42	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	United Kingdom	52	-1	0.04527452323855201	36	absent	2010-2017
SRR8439144	DE_Bro_15_54	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Germany	48	8	0.0449909786456549	35	absent	2010-2017
SRR8439138	ES_Gim_15_30	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	42	0	0.04485051958433253	38	absent	2010-2017
SRR457707	A4(KSA2)	https://doi.org/10.1016/j.tig.2014.07.009	PRJNA156883	Long2014	1963	South Africa	-30	24	0.04469395911841955	46	absent	<2010
SRR8439132	UA_Cho_15_24	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30	0.04399223478360169	38	absent	2010-2017
SRR8439124	DE_Mun_15_46	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Germany	48	12	0.04359438163754711	38	absent	2010-2017
SRR8439160	RU_val_15_36	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Russia	58	33	0.04297830307182825	36	absent	2010-2017
SRR8439122	FR_Got_15_47	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	France	45	5	0.04189414182939362	38	absent	2010-2017
SRR8439118	IT_Mez_15_43	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Italy	46	11	0.04058695900422519	37	absent	2010-2017
SRR14293191	RI75-2	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.04055475619504396	0	absent	<2010
SRR8439166	CH_Cha_15_39	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Switzerland	47	7	0.04040607513988809	39	absent	2010-2017
SRR14297795	RI77-56	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1977	Providence, USA	42	-71	0.03979113851775722	14	absent	<2010
SRR14294393	RI75-7	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.0397670435080507	23	absent	<2010
SRR14306829	RI79-14	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.03949617448898025	23	absent	<2010
SRR14293140	RI75-10	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.03928354459289711	0	absent	<2010
SRR8439130	UA_Ode_15_22	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	46	31	0.03909797875984926	38	absent	2010-2017
SRR14298094	RI77-60	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1977	Providence, USA	42	-71	0.03874340527577938	30	absent	<2010
SRR8439148	DE_Bro_15_53	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Germany	48	8	0.03867009249743063	36	absent	2010-2017
SRR457698	A2(BOG1)	https://doi.org/10.1016/j.tig.2014.07.009	PRJNA156883	Long2014	1962	Bogota, Colombia	5	-74	0.03813486353774124	47	absent	<2010
SRR8439114	GS_Des_15_1	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Guadeloupe	16	-62	0.03802991892200525	36	absent	2010-2017
SRR14306827	RI79-16	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.03764508393285372	0	absent	<2010
SRR14297794	RI78-13	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.037069201781432	16	absent	<2010
SRR8439162	FI_Aka_15_34	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Finland	61	24	0.03699691675231243	39	absent	2010-2017
SRR8439112	GS_Sai_15_2	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Guadeloupe	16	-61	0.03691549617448898	38	absent	2010-2017
SRR14297434	RI78-12	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.03666438277949069	0	absent	<2010
SRR14308763	fall6	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.03659986296676944	31	absent	2010-2017
SRR457669	A5(VAG1)	https://doi.org/10.1016/j.tig.2014.07.009	PRJNA156883	Long2014	1965	Athens, Greece	38	24	0.03605355715427658	46	absent	<2010
SRR8439135	UA_Cho_15_27	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30	0.03503916866506795	39	absent	2010-2017
SRR14297441	RI78-1A	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.03466974991435423	0	absent	<2010
SRR14306832	RI83-9	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1983	Providence, USA	42	-71	0.03457588215142172	17	absent	<2010
SRR14294899	RI75-12	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.0332585360283202	0	absent	<2010
SRR14297954	RI78-14	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.03314742491720909	0	absent	<2010
SRR14293574	RI75-5	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.03266735183281945	0	absent	<2010
SRR14293576	RI75-6	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.03264474134977732	0	absent	<2010
SRR14306826	RI79-17	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.0325951809980587	0	absent	<2010
SRR14296993	RI77-53	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1977	Providence, USA	42	-71	0.03244330250085646	0	absent	<2010
SRR14298028	RI78-1B	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.03218602261048304	0	absent	<2010
SRR14297813	RI78-8	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.03156674660271783	0	absent	<2010
SRR8439168	ES_Gim_15_31	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	42	0	0.03121308667351833	38	absent	2010-2017
SRR14298055	RI78-7	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.03116249857257051	0	absent	<2010
SRR14308766	fall3	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.03053728445814776	0	absent	2010-2017
SRR14298093	RI79-3	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.030189448441247	0	absent	<2010
SRR8439161	FI_Aka_15_35	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Finland	61	24	0.0297150850747973	37	absent	2010-2017
SRR14294796	RI75-11	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.02946271554185223	0	absent	<2010
SRR14306831	RI79-12	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.02934863537741235	0	absent	<2010
SRR14294944	RI77-50	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1977	Providence, USA	42	-71	0.02889288569144684	0	absent	<2010
SRR8439134	UA_Cho_15_26	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30	0.02864439876670092	40	absent	2010-2017
SRR457697	A6(wild5B)	https://doi.org/10.1016/j.tig.2014.07.009	PRJNA156883	Long2014	1966	Georgia, USA	32	-83	0.02843485211830536	45	absent	<2010
SRR14308764	fall5	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.02826504510677172	0	absent	2010-2017
SRR14306838	RI83-3	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1983	Providence, USA	42	-71	0.02814833847207947	0	absent	<2010
SRR14308765	fall4	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.02808838643371017	0	absent	2010-2017
SRR8439164	ES_Gua_15_32	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	37	-3	0.02721571314377069	31	absent	2010-2017
SRR8439163	ES_Cor_15_33	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	38	-3	0.02703482927943359	33	absent	2010-2017
SRR14306830	RI79-13	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.0257584789311408	0	absent	<2010
SRR8439150	PT_Rec_15_16	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Portugal	41	-8	0.02536839100148453	32	absent	2010-2017
SRR14308776	fall1	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.02485542994176087	0	absent	2010-2017
SRR14298091	RI78-9	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.02345723421262989	0	absent	<2010
SRR14293233	RI75-4	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.02210208975676601	0	absent	<2010
SRR14306823	RI79-10	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.02151307525408245	0	absent	<2010
SRR14298002	RI78-5	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1978	Providence, USA	42	-71	0.0207326710060523	0	absent	<2010
SRR14294940	RI75-13	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.01890727418065547	0	absent	<2010
SRR14297455	RI77-55	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1977	Providence, USA	42	-71	0.01878337330135891	0	absent	<2010
SRR14306840	RI83-1	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1983	Providence, USA	42	-71	0.01873027292451752	0	absent	<2010
SRR8439136	ES_Tom_15_28	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2015	Spain	39	-3	0.018482699554642	37	absent	2010-2017
SRR14298105	RI79-1	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.01745038255110197	0	absent	<2010
SRR14308775	fall2	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.01666187050359712	0	absent	2010-2017
SRR14298064	RI77-54	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1977	Providence, USA	42	-71	0.01481317802900536	0	absent	<2010
DrosEu-110	CH_Vau_Vul_1_2019-09-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Switzerland	46.93947	7.05332	0	0	absent	2017-2019
DrosEu-106	DE_Bay_Wue_1_2020-09-23	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	49.778659	9.975929	0	0	absent	2020-2021
