sampleId	sampleId_orig	locality	lat	long	continent	country	city	province	min_day	max_day	min_month	max_month	year	jday	exactDate	sr_season	bio_rep	tech_rep	exp_rep	loc_rep	fruit_type	subsample	nFlies	fly_type	library_type	sampling_strategy	seq_platform	set	collector	SRA_Accession	reference	SequencingId	low_qual	DIN	DNA_result	DNA_Status	library_result	totalreads	SimCont.Norm	pcrdup	pNpS	private	Cov	Miss	Recommendation	collapsedSamples	N	cluster1.0	cluster2.0_k4	cluster2.0_k5	cluster2.0_k8	fruit_type_curated
TR_Ank_Yes_1_2017-06-30	NA	TR_Ank_Yes	40.231445	32.260329	Asia	Turkey	Yesiloz	Ankara	30	30	6	6	2017	181	TRUE	NA	BR-1	TR-1	NA	NA	Banana+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-20	FALSE	8.5	Pass	NA	Pass	NA	0.008462411	0.15996	0.363842585	3.854184544	39.21435556	0.003474361	Pass	NA	NA	2	3	2	7	Banana_Yeast
TR_Ank_Yes_1_2017-07-29	NA	TR_Ank_Yes	40.231446	32.26033	Asia	Turkey	Yesiloz	Ankara	29	29	7	7	2017	210	TRUE	NA	BR-1	TR-1	NA	NA	Banana+Yeast	1	37	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-21	FALSE	6.1	Hold	DIN	Pass	NA	0.033406293	0.202163	0.352767624	3.779596491	37.37434753	0.004311527	Pass	NA	NA	2	3	2	7	Banana_Yeast
TR_Ank_Yes_1_2017-08-30	NA	TR_Ank_Yes	40.231447	32.260331	Asia	Turkey	Yesiloz	Ankara	30	30	8	8	2017	242	TRUE	NA	BR-1	TR-1	NA	NA	Banana+Yeast	1	30	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-22	FALSE	6.1	Hold	DIN	Pass	NA	0.245824176	0.201219	0.355670142	3.858115932	35.22553443	0.002635739	High Contamination	NA	NA	NA	NA	NA	NA	Banana_Yeast
TR_Ank_Yes_1_2017-09-26	NA	TR_Ank_Yes	40.231448	32.260332	Asia	Turkey	Yesiloz	Ankara	26	26	9	9	2017	269	TRUE	NA	BR-1	TR-1	NA	NA	Banana+Yeast	1	30	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-23	FALSE	5.9	Fail	DIN	Pass	NA	0.357590332	0.248697	0.331007938	3.865459323	25.8159671	0.006400317	High Contamination	NA	NA	NA	NA	NA	NA	Banana_Yeast
TR_Ank_Yes_1_2017-10-13	NA	TR_Ank_Yes	40.231449	32.260333	Asia	Turkey	Yesiloz	Ankara	13	13	10	10	2017	286	TRUE	NA	BR-1	TR-1	NA	NA	Banana+Yeast	1	40	F1	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-24	FALSE	7.5	Pass	NA	Pass	NA	0.007792148	0.217768	0.339301915	3.765445018	40.82795541	0.00457214	Pass	NA	NA	2	3	2	7	Banana_Yeast
TR_Ank_Yes_1_2018-05-19	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	19	19	5	5	2018	139	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-25	FALSE	6.4	Hold	DIN	Pass	NA	0.084874442	0.295758	0.379426599	4.348226956	64.21750319	0.002515381	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2018-06-25	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	25	25	6	6	2018	176	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-26	FALSE	7.4	Pass	NA	Pass	NA	0.037712748	0.20645	0.380778174	4.04719696	48.77772906	0.002758523	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2018-07-28	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	28	28	7	7	2018	209	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-27	FALSE	6.8	Hold	DIN	Pass	NA	0.031547487	0.198794	0.34478475	3.46478752	40.57414175	0.003143862	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2018-08-27	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	27	27	8	8	2018	239	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-28	FALSE	7.1	Pass	NA	Pass	NA	0.007678	0.211094	0.378468125	4.02820512	43.41645049	0.002472673	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2018-09-27	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	27	27	9	9	2018	270	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-29	FALSE	7.5	Pass	NA	Pass	NA	0.00760321	0.180911	0.372723922	3.996949248	45.07721189	0.00314823	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2018-10-12	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	12	12	10	10	2018	285	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	F1	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-30	FALSE	6.6	Hold	DIN	Pass	NA	0.054891097	0.213053	0.34418865	3.587037118	41.21617591	0.006091657	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2019-06-26	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	26	26	6	6	2019	177	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	F1	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-31	FALSE	6.6	Hold	DIN	Pass	NA	0.007724106	0.20287	0.361360378	3.984347258	42.97880722	0.004791017	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2019-08-14	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	14	14	8	8	2019	226	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	F1	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-33	FALSE	5.1	Fail	DIN	Pass	NA	0.00764138	0.262364	0.356015621	3.948999454	41.61775092	0.004805576	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2019-09-17	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	17	17	9	9	2019	260	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	30	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-34	FALSE	5.3	Fail	DIN	Pass	NA	0.007729664	0.24466	0.363383497	3.963787827	39.43066644	0.003268102	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2019-10-10	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	10	10	10	10	2019	283	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	F1	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-35	FALSE	6.8	Hold	DIN	Pass	NA	0.008200823	0.220578	0.371603607	4.043205039	49.64760097	0.005463661	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2020-05-21	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	21	21	5	5	2020	142	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	F1	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-36	FALSE	7.8	Pass	NA	Pass	NA	0.010112234	0.205412	0.356568954	3.824581376	45.31550777	0.005308361	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2020-06-26	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	26	26	6	6	2020	178	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	F1	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-37	FALSE	7	Pass	NA	Pass	NA	0.008057857	0.286055	0.349259979	3.838471279	43.70145343	0.014233765	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2020-07-13	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	13	13	7	7	2020	195	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-38	FALSE	7	Pass	NA	Pass	NA	0.007693425	0.18805	0.368003854	3.896856773	42.15814178	0.003086595	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2020-08-18	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	18	18	8	8	2020	231	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	F1	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-39	FALSE	7.6	Pass	NA	Pass	NA	0.010317154	0.193334	0.388571256	3.988870966	47.2225172	0.002047538	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2020-09-16	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	16	16	9	9	2020	260	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-40	FALSE	6.5	Hold	DIN	Pass	NA	0.033616394	0.19904	0.359339036	3.672374979	37.52587046	0.002273209	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2020-10-14	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	14	14	10	10	2020	288	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-41	FALSE	4.9	Fail	DIN	Pass	69588304	0.021462068	0.273032	0.347798393	3.848065895	34.92232631	0.005800954	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2021-05-19	NA	TR_Ank_Yes	40.231444	32.260328	Asia	Turkey	Yesiloz	Ankara	19	19	5	5	2021	139	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	F1	pooled	Fly trap & aspiration	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-42	FALSE	6.2	Hold	DIN	Pass	NA	0.029425175	0.242722	0.348848975	3.956024282	36.43091079	0.005162282	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2021-06-25	NA	TR_Ank_Yes	40.231445	32.260329	Asia	Turkey	Yesiloz	Ankara	25	25	6	6	2021	176	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap & aspiration	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-43	FALSE	5.9	Fail	DIN	Pass	NA	0.007821621	0.28324	0.337067524	3.832189461	31.50887829	0.004806061	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2021-07-27	NA	TR_Ank_Yes	40.231446	32.26033	Asia	Turkey	Yesiloz	Ankara	27	27	7	7	2021	208	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap & aspiration	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-44	FALSE	7	Pass	NA	Pass	NA	0.012140322	0.201079	0.364000232	3.752432609	43.41158032	0.002745905	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2021-08-19	NA	TR_Ank_Yes	40.231447	32.260331	Asia	Turkey	Yesiloz	Ankara	19	19	8	8	2021	231	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap & aspiration	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-45	FALSE	6.3	Hold	DIN	Pass	NA	0.033974689	0.192571	0.354711097	3.99409709	40.90370341	0.006114952	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2021-09-20	NA	TR_Ank_Yes	40.231448	32.260332	Asia	Turkey	Yesiloz	Ankara	20	20	9	9	2021	263	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap & aspiration	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-46	FALSE	6.4	Hold	DIN	Pass	NA	0.00828029	0.214841	0.35056346	3.86569606	46.07947561	0.006584736	Pass	NA	NA	2	3	2	7	Apple
TR_Ank_Yes_1_2021-10-16	NA	TR_Ank_Yes	40.231449	32.260333	Asia	Turkey	Yesiloz	Ankara	16	16	10	10	2021	289	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap & aspiration	NovaSeq6000	DrosEU_3	Banu Onder	NA	NA	DrosEu-47	FALSE	6.8	Hold	DIN	Pass	NA	0.007826627	0.196964	0.369026372	3.942107309	40.88487789	0.002241664	Pass	NA	NA	2	3	2	7	Apple
UA_Che_Dmy_1_2021-07-17	NA	UA_Che_Dmy	48.788833	30.279833	Europe	Ukraine	Dmytrushky	Cherkasy	17	17	7	7	2021	198	TRUE	NA	BR-1	TR-1	NA	NA	Cherries	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-72	FALSE	5.8	Fail	DIN	Pass	NA	0.009357008	0.640395	0.331647538	3.801883707	32.29717405	0.014482246	Pass	NA	NA	3	2	1	8	Cherry
UA_Che_Kan_1_2016-07-08	UA_Kan_16_57	UA_Che_Kan	49.72	31.53	Europe	Ukraine	Kaniv	Cherkasy	8	8	7	7	2016	190	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Iryna_Kozerestka	SRR8494448	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008455664	0.179403	0.360422872	4.277081782	66.5337571	0.046325617	Pass	NA	NA	3	2	1	8	NA
UA_Che_Pyr_1_2016-08-23	UA_Pyr_16_49	UA_Che_Pyr	50.53752	32.51880556	Europe	Ukraine	Pyriatyn	Chernihiv	23	23	8	8	2016	236	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Iryna_Kozerestka	SRR8494424	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008833654	0.225467	0.369646439	4.363216987	72.26549388	0.044924517	Pass	NA	NA	3	2	1	8	NA
UA_Che_Uma_1_2014-10-01	UA_Uma_14_50	UA_Che_Uma	48.75327778	30.20580556	Europe	Ukraine	Uman	Cherkasy	1	1	10	10	2014	274	TRUE	fall	BR-1	TR-1	NA	Uman 1	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Svitlana_Serga	SRR5647740	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008862633	0.043748	1.006646509	5.466069446	44.53333991	0.040957077	Abnormal PNPS	NA	NA	NA	NA	NA	NA	NA
UA_Che_Uma_1_2015-09-26	UA_Uma_15_9	UA_Che_Uma	48.75327778	30.20580556	Europe	Ukraine	Uman	Cherkasy	26	26	9	9	2015	269	TRUE	fall	BR-1	TR-1	NA	Uman 1	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Svitlana_Serga	SRR8439117	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008081578	0.11081	0.366018489	3.736555847	71.48719436	0.012082369	Pass	NA	NA	3	2	1	8	NA
UA_Che_Uma_1_2016-09-11	UA_Uma_16_51	UA_Che_Uma	48.76	30.17	Europe	Ukraine	Uman	Cherkasy	11	11	9	9	2016	255	TRUE	fall	BR-1	TR-1	NA	Uman K	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Svitlana_Serga	SRR8494422	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.010260493	0.16223	0.346250966	4.170701656	46.29078612	0.037966575	Pass	NA	NA	3	2	1	8	NA
UA_Che_Uma_1_2016-09-17	UA_Uma_16_50	UA_Che_Uma	48.75	30.2	Europe	Ukraine	Uman	Cherkasy	17	17	9	9	2016	261	TRUE	fall	BR-1	TR-1	NA	Uman K	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Svitlana_Serga	SRR8494425	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.009947221	0.146935	0.339744734	4.075327934	41.94921199	0.035392956	Pass	NA	NA	3	2	1	8	NA
UA_Che_Uma_1_2017-09-16	NA	UA_Che_Uma	48.76224	30.244566	Europe	Ukraine	Uman	Cherkasy	16	16	9	9	2017	259	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-221	FALSE	5.4	Fail	DIN	Pass	NA	0.009088788	0.527397	0.325383422	3.780461333	24.33187175	0.006962795	Pass	NA	NA	3	2	1	8	Apple
UA_Che_Uma_1_2017-10-07	NA	UA_Che_Uma	48.76224	30.244566	Europe	Ukraine	Uman	Cherkasy	7	7	10	10	2017	280	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-220	FALSE	6.4	Hold	DIN	Pass	62108248	0.008337148	0.318296	0.321191214	3.333447274	24.71233518	0.012437134	Pass	NA	NA	3	2	1	8	Apple
UA_Che_Uma_1_2018-09-21	NA	UA_Che_Uma	48.76224	30.244566	Europe	Ukraine	Uman	Cherkasy	21	22	9	9	2018	264	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-153	FALSE	6.5	Hold	DIN	Pass	74707280	0.008032457	0.265083	0.330662164	3.425371166	28.82394488	0.007044813	Pass	NA	NA	3	2	1	8	Apple
UA_Che_Uma_1_2019-08-13	NA	UA_Che_Uma	48.769055	30.173227	Europe	Ukraine	Uman	Cherkasy	13	13	8	8	2019	225	TRUE	NA	BR-1	TR-1	NA	K	Apples & grapes	1	36	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-184	FALSE	7	Pass	NA	Pass	NA	0.007639908	0.310171	0.339181785	3.637589786	42.34527297	0.010848217	Pass	NA	NA	3	2	1	8	Apple_Grape
UA_Che_Uma_1_2019-10-14	NA	UA_Che_Uma	48.76224	30.244566	Europe	Ukraine	Uman	Cherkasy	14	14	10	10	2019	287	TRUE	NA	BR-1	TR-1	NA	NA	NA	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-143	FALSE	6.1	Hold	DIN	Fail	79430998	0.081031013	0.426254	0.335924225	3.679518744	29.87626706	0.004473622	Pass	NA	NA	3	2	1	8	NA
UA_Che_Uma_1_2019-10-20	NA	UA_Che_Uma	48.769055	30.173227	Europe	Ukraine	Uman	Cherkasy	20	20	10	10	2019	293	TRUE	NA	BR-1	TR-1	NA	K	NA	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-140	FALSE	6.1	Hold	DIN	Fail	80749608	0.113292825	0.408309	0.340039632	3.67292869	32.28593994	0.004524579	Pass	NA	NA	3	2	1	8	NA
UA_Che_Uma_1_2020-08-19	NA	UA_Che_Uma	48.76224	30.244566	Europe	Ukraine	Uman	Cherkasy	19	19	8	8	2020	232	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-128	FALSE	7	Pass	NA	Pass	64820534	0.206576393	0.249853	0.341951312	3.7182525	31.2872754	0.002663401	High Contamination	NA	NA	NA	NA	NA	NA	Apple
UA_Che_Uma_1_2020-09-27	NA	UA_Che_Uma	48.76224	30.244566	Europe	Ukraine	Uman	Cherkasy	27	27	9	9	2020	271	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-130	FALSE	5.5	Fail	DIN	Fail	60955840	0.008244516	0.498889	0.324277903	3.680063427	18.46491778	0.008884152	Pass	NA	NA	3	2	1	8	Apple
UA_Che_Uma_1_2021-09-19	NA	UA_Che_Uma	48.769055	30.173227	Europe	Ukraine	Uman	Cherkasy	18	19	9	9	2021	262	FALSE	NA	BR-1	TR-1	NA	K	apples; pears; beer	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-65	FALSE	6	Hold	DIN	Pass	NA	0.008308853	0.245005	0.338030337	3.757623746	38.09580854	0.010732227	Pass	NA	NA	3	2	1	8	Apple_Pear_Beer
UA_Che_Var_1_2014-08-18	UA_Var_14_25	UA_Che_Var	50.48469444	32.71425	Europe	Ukraine	Varva	Chernihiv	18	18	8	8	2014	230	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Oleksandra_Protsenko	SRR5647738	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.00784295	0.071938	0.353212837	3.837525309	52.50205443	0.024376821	Pass	NA	NA	3	2	1	8	NA
UA_Che_Var_1_2015-08-25	UA_Var_15_18	UA_Che_Var	50.48469444	32.71425	Europe	Ukraine	Varva	Chernihiv	25	25	8	8	2015	237	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Iryna_Kozeretska	SRR8439152	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008072505	0.135328	0.37171683	3.705863712	60.14563684	0.006421671	Pass	NA	NA	3	2	1	8	NA
UA_Che_Var_1_2016-08-26	UA_Var_16_60	UA_Che_Var	50.48469444	32.71425	Europe	Ukraine	Varva	Chernihiv	26	26	8	8	2016	239	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Iryna_Kozerestka	SRR8494469	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008602948	0.184585	0.35532253	4.217431299	52.901039	0.039038632	Pass	NA	NA	3	2	1	8	NA
UA_Che_Var_1_2018-09-03	NA	UA_Che_Var	50.48469444	32.71425	Europe	Ukraine	Varva	Chernihiv	3	3	9	9	2018	246	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Oleksandra Protsenko	NA	NA	DrosEu-230	FALSE	5.8	Fail	DIN	Pass	NA	0.008432345	0.378603	0.32873014	3.620552445	27.44324415	0.012627377	Pass	NA	NA	3	2	1	8	Apple
UA_Che_Var_1_2019-09-14	NA	UA_Che_Var	50.492583	32.714147	Europe	Ukraine	Varva	Chernihiv	14	14	9	9	2019	257	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	38	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Oleksandra Protsenko	NA	NA	DrosEu-178	FALSE	5.9	Fail	DIN	Pass	NA	0.008431036	0.515339	0.32926926	3.645520515	21.39953668	0.01224592	Pass	NA	NA	3	2	1	8	Apple
UA_Che_Var_1_2020-10-11	NA	UA_Che_Var	50.492583	32.714147	Europe	Ukraine	Varva	Chernihiv	11	11	10	10	2020	285	TRUE	NA	BR-1	TR-1	NA	NA	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Oleksandra Protsenko	NA	NA	DrosEu-123	FALSE	6.2	Hold	DIN	Pass	NA	0.028140144	0.271834	0.372031621	3.763278211	42.19013137	0.001000717	Pass	NA	NA	3	2	1	8	Apple
UA_Che_Var_1_2021-09-26	NA	UA_Che_Var	50.492583	32.714147	Europe	Ukraine	Varva	Chernihiv	26	26	9	9	2021	269	TRUE	NA	BR-1	TR-1	NA	NA	NA	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Oleksandra Protsenko	NA	NA	DrosEu-64	FALSE	5.7	Fail	DIN	Pass	NA	0.007613689	0.341668	0.352375113	4.045479453	34.71528656	0.009480117	Pass	NA	NA	3	2	1	8	NA
UA_Don_Mar_1_2021-08-23	NA	UA_Don_Mar	47.124453	37.690053	Europe	Ukraine	Mariupol	Donets'k	23	23	8	8	2021	235	TRUE	NA	BR-1	TR-1	NA	Mariupol-1	Apples	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Nadiia Pirko	NA	NA	DrosEu-68	FALSE	6.2	Hold	DIN	Pass	NA	0.013337291	0.292367	0.344548543	3.908860173	42.9930765	0.012620097	Pass	NA	NA	3	2	1	8	Apple
UA_Don_Mar_2_2021-08-23	NA	UA_Don_Mar	47.10500532	37.66617511	Europe	Ukraine	Mariupol	Donets'k	23	23	8	8	2021	235	TRUE	NA	BR-2	TR-1	NA	Mariupol-2	Apples	2	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Nadiia Pirko	NA	NA	DrosEu-67	FALSE	5.8	Fail	DIN	Pass	NA	0.022425762	0.409136	0.329279196	3.826074803	27.36410875	0.009983873	Pass	NA	NA	3	2	1	8	Apple
UA_Don_Roz_1_2021-08-12	NA	UA_Don_Roz	48.690794	37.005189	Europe	Ukraine	Rozdollia	Donets'k	12	12	8	8	2021	224	TRUE	NA	BR-1	TR-1	NA	NA	Apples; plums	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Pavlo Kovalenko	NA	NA	DrosEu-85	FALSE	5.7	Fail	DIN	Pass	NA	0.122538606	0.409649	0.329223481	3.909662985	31.68858109	0.010205661	Pass	NA	NA	3	2	1	7	Apple_Plum
UA_Kha_Kha_1_2014-07-26	UA_Kha_14_45	UA_Kha_Kha	49.81852778	36.05475	Europe	Ukraine	Kharkiv	Kharkiv	26	26	7	7	2014	207	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Svitlana_Serga	SRR5647747	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.00933622	0.055169	0.996843736	5.510795596	49.50343377	0.04619798	Abnormal PNPS	NA	NA	NA	NA	NA	NA	NA
